order_id,customer_id,customer_type_DEBUG_ONLY,account_age_days,total_past_orders,historical_return_rate,historical_return_value_rate,days_since_last_return,order_value,item_category,quantity,is_multi_variant_order,discount_pct_applied,shipping_billing_mismatch,is_new_shipping_address,address_reuse_across_accounts,payment_method_type,is_new_payment_method,payment_method_reuse_across_accounts,orders_in_last_24h,orders_in_last_24h_same_address,is_abusive_return
ORD-696CBA11,7b8b1e72,normal,1250,8,0.09155866033862806,0.0416589284538791,199,3835.45,apparel,3,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-3F9146B2,7a0493cb,normal,126,5,0.02839504032968559,0.08996585480185124,271,2712.65,electronics,5,0,10,1,1,0,COD,0,0,0,0,0
ORD-78760B45,93c4a9f6,normal,18,8,0.146734926733603,0.09390272898799623,297,2471.23,apparel,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-CF874DAF,09c0a414,normal,990,1,0.2538231153926698,0.21922004624950805,204,451.27,electronics,3,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-B29CEA7C,cb8760d2,wardrober,195,3,0.025274425217147702,0.13715139836777807,224,6503.0,apparel,3,0,10,0,0,0,COD,0,0,0,0,1
ORD-F5D95AB2,9d64da91,normal,1293,4,0.10652062799644572,0.10903389019684753,129,790.47,grocery,5,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-FDB5251C,86e11f21,normal,211,4,0.08877837629027172,0.11545934589191492,272,506.97,apparel,4,0,10,0,0,0,COD,0,0,0,0,0
ORD-52006DB6,575f5c70,normal,1570,5,0.09523778094762785,0.15293029738138528,354,519.73,home,5,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-23DB5B8E,dbef3282,serial_returner,127,20,0.6004651654006593,0.4442043926306809,12,130.83,home,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-96F03141,636abfd9,normal,1766,5,0.0906381805193046,0.10561762712622809,34,1728.31,electronics,5,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-E4D391E6,1f997190,normal,1480,6,0.004910937869088039,0.02633006092610734,200,183.52,electronics,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-471C8821,2f974b40,bracketer,710,7,0.025958414930673343,0.0,83,259.94,apparel,9,1,0,0,0,0,prepaid,0,0,0,0,1
ORD-C23A523B,fa1a7385,normal,24,5,0.07065823564899897,0.1026216972791755,289,6357.32,grocery,4,0,30,1,0,0,prepaid,0,0,0,0,0
ORD-80B8AD3E,575ca03d,normal,1726,4,0.042962675440087424,0.08352043903396918,262,4829.48,apparel,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-445FA596,ac3cae23,normal,687,3,0.045281784321300284,0.08652449855314442,224,328.0,electronics,1,0,20,0,0,0,prepaid,0,1,0,0,0
ORD-83E9FB8A,c01644b2,normal,1649,12,0.073769161482082,0.08548169524773148,273,401.15,apparel,3,1,0,0,0,0,prepaid,0,0,0,0,1
ORD-F72C26EE,70807942,normal,1154,5,0.00802798170187389,0.0,20,2563.34,apparel,5,0,0,0,0,0,prepaid,0,0,1,0,0
ORD-C089BE7B,3a68a0fa,normal,192,4,0.1779228036999564,0.2673668375032049,311,212.77,apparel,3,0,20,1,1,0,COD,0,0,1,0,0
ORD-274CEE4E,26ae7f14,normal,495,3,0.18901519249964052,0.1993685979589533,157,664.92,electronics,2,0,0,0,0,0,COD,0,0,0,0,0
ORD-A2C35A82,4ac5279d,normal,237,4,0.0828739376673422,0.06786431346935044,197,814.95,home,1,0,30,0,0,0,prepaid,0,0,0,0,0
ORD-02B3B21C,fcb62cd9,normal,738,7,0.0382245416904438,0.0059755425131763976,360,260.49,electronics,4,0,0,0,0,0,COD,0,0,0,0,0
ORD-E962181E,cab8cb70,normal,317,7,0.037331249161902266,0.007029104862962033,145,363.81,electronics,4,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-31697AE2,aca1e3ea,normal,1238,5,0.029692754543446432,0.0,250,162.56,electronics,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-40DF32DB,8d6d6870,normal,379,9,0.020717959408558223,0.0,363,1687.82,apparel,3,0,10,0,0,0,COD,0,0,1,1,0
ORD-1F592B52,7dfbbfdd,normal,1759,8,0.04479351551461582,0.11793456382206494,248,584.03,apparel,1,0,10,0,0,0,prepaid,1,0,0,0,0
ORD-1EE92D3C,ec045180,normal,1735,8,0.007289148781408688,0.008174582989903856,21,130.63,grocery,2,0,20,0,0,0,COD,0,0,0,0,0
ORD-45A673C9,cf58fd40,normal,74,4,0.012252311142875286,0.03595971580006556,65,2496.63,grocery,2,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-32874B41,1f95355f,normal,920,2,0.07597421792224165,0.0754772791972833,307,2443.44,home,2,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-51C07B74,b5ee2dc5,normal,542,1,0.11304070242488928,0.09581940362971801,249,1536.38,home,1,1,10,0,1,0,prepaid,1,0,0,0,0
ORD-19171CB5,ef36a4a2,normal,1740,2,0.06928894512151215,0.11906748642710988,112,4338.87,apparel,5,1,30,0,0,0,COD,1,0,0,0,1
ORD-85B28415,03cceb4b,normal,1768,4,0.007102437852279477,0.0,311,2851.97,apparel,3,0,10,1,0,0,prepaid,0,0,0,0,0
ORD-4480970E,3bbd912c,normal,678,7,0.03537975486355153,0.0,286,1733.7,electronics,4,0,0,1,0,0,prepaid,0,0,0,0,0
ORD-90FFBBD4,d9643380,normal,1695,6,0.12378094265747322,0.14472347266410526,119,514.57,apparel,5,0,10,0,1,0,prepaid,0,0,0,0,0
ORD-A87E2DA1,8bcec966,normal,1456,4,0.030380725207905412,0.0,185,2850.85,apparel,1,0,0,0,0,0,COD,0,0,0,0,0
ORD-BE925504,946f2fe4,normal,493,8,0.08772536725744039,0.05478535983665641,307,873.97,apparel,3,0,0,0,1,0,prepaid,0,0,0,0,0
ORD-C588EA12,cfcead93,normal,1516,4,0.33481434219656203,0.32672696879424384,216,421.14,grocery,1,0,0,0,1,0,prepaid,0,0,0,0,0
ORD-6644E7AB,0b03db35,normal,448,6,0.14084449185659428,0.10826520231718356,194,1378.95,grocery,4,0,30,0,0,1,COD,0,0,0,0,0
ORD-16CA1ACB,91057663,normal,1117,4,0.18696094082390136,0.23776257367040637,15,1165.18,apparel,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-DBE60C25,3cc82342,normal,16,4,0.020201558972246597,0.0,28,1416.78,grocery,1,1,10,0,1,0,prepaid,1,0,0,0,0
ORD-BC8197D0,67a13e41,normal,1094,7,0.23331592636609755,0.21264856293113824,152,1299.45,apparel,5,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-7C594EFA,eae621ef,wardrober,1234,4,0.019152347178973968,0.22688239285325573,312,6312.38,apparel,1,0,0,1,0,0,prepaid,1,0,0,0,0
ORD-1193C4DD,4a297a1a,normal,1354,4,0.20799980042342814,0.2230356334635497,40,429.84,apparel,4,0,10,0,0,0,COD,0,0,0,0,0
ORD-1A34C7DE,95db775b,normal,1648,8,0.15643470984999547,0.12250732663201219,312,2414.85,apparel,5,0,10,0,0,0,COD,0,0,0,0,0
ORD-5A98782B,2166cfb4,serial_returner,1334,22,0.8693890639331039,1.0,4,1039.23,grocery,1,0,0,0,0,1,COD,1,0,1,0,1
ORD-DA236B6F,54501e23,normal,1367,6,0.0582183882759442,0.029770832215351328,159,226.77,apparel,1,0,0,0,0,0,COD,0,0,0,0,0
ORD-9AB67E63,972e7c87,normal,1169,4,0.04375972437011916,0.05207169556263451,325,427.18,apparel,2,1,0,0,0,0,COD,0,0,0,0,0
ORD-E5541166,df58cb90,normal,237,6,0.14252267746000977,0.15360129593958735,188,229.46,grocery,2,0,30,0,0,0,prepaid,0,0,0,0,0
ORD-242CB176,cb63eeae,wardrober,589,2,0.264105713270619,0.5187634278501552,273,8002.76,apparel,5,0,0,1,0,0,prepaid,0,0,0,0,0
ORD-C64DC8C6,a44d37ec,normal,1139,6,0.005817243966736482,0.0,18,1596.52,electronics,4,0,0,1,0,0,prepaid,0,0,0,0,0
ORD-93DED8F6,0012ea32,normal,1562,5,0.32043524926709244,0.2479712156100785,175,290.49,beauty,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-A43DA182,439eb8d3,normal,792,5,0.14771606265854612,0.03611096863966497,116,396.08,home,3,0,10,0,0,0,COD,0,0,0,0,0
ORD-8011B790,f0817d91,normal,793,9,0.013072988992803012,0.0,334,1449.3,electronics,5,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-EC2A17A2,142b09e2,normal,1013,9,0.20180584293087953,0.2633795673858922,238,599.52,apparel,5,0,0,0,0,0,COD,0,0,0,0,0
ORD-37A75E27,875fc774,normal,697,8,0.13251442812736663,0.10292590635877188,20,302.96,home,1,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-3DC00A68,e8b0a534,normal,1597,6,0.04534180928181019,0.1266000302621828,247,2272.85,beauty,5,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-22522FAA,f056933c,normal,1723,2,0.013506320522853443,0.020698525203676113,97,901.25,electronics,3,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-5CC3F081,9af25c32,serial_returner,558,19,0.6587899371368907,0.6560446961688209,10,114.98,electronics,5,0,0,0,0,1,prepaid,0,0,1,1,1
ORD-8C7B8EAD,8f2c6380,normal,558,6,0.0522747142989099,0.019343291596859546,236,884.6,beauty,4,0,10,0,0,0,prepaid,1,0,0,0,0
ORD-C6230256,48e97df3,normal,1528,8,0.014727238113573939,0.05960355350765087,165,9889.23,grocery,3,0,10,0,0,0,COD,0,0,0,0,0
ORD-4D6D405D,73829d80,normal,1400,5,0.3288489330776123,0.3288871696666954,363,1563.2,electronics,4,0,30,0,0,1,prepaid,0,0,0,0,1
ORD-6765ED04,4d7a899f,normal,833,4,0.08439112420805563,0.0956438576359259,362,1182.34,apparel,2,0,0,1,0,0,COD,0,0,0,0,0
ORD-F865FA19,55422aa8,normal,1686,7,0.06699040776062642,0.09449832317923337,146,1449.32,apparel,2,0,20,0,0,0,COD,0,0,0,0,0
ORD-FFE2EFF7,87dde9ee,normal,1683,4,0.11463961242849242,0.08012430363609624,178,617.04,grocery,1,1,0,0,0,0,prepaid,0,0,0,0,0
ORD-DC5BBD74,4fd01a85,normal,1790,6,0.07525753941520372,0.17857674268235177,13,519.53,beauty,1,0,20,1,0,0,prepaid,0,0,0,0,0
ORD-CFD49695,c58f4742,normal,1696,5,0.07165042193671568,0.04711174089339012,311,202.58,electronics,5,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-269320FA,943922a5,serial_returner,700,20,0.38909365334976237,0.45523213887787534,3,339.18,electronics,2,0,10,1,0,0,prepaid,0,0,1,0,0
ORD-902DD9F6,a0942274,normal,93,3,0.007936689185571874,0.0028941812295795906,56,3773.82,electronics,5,0,0,1,0,0,prepaid,0,0,0,0,0
ORD-B430D4AA,a235bd1e,bracketer,1492,4,0.004657646783431695,0.02746716785410302,290,822.86,apparel,6,1,0,0,0,0,prepaid,0,0,0,0,0
ORD-250C42B9,7dc2cc64,serial_returner,754,19,0.8384874515724937,0.7767374003388532,3,2845.03,beauty,4,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-9224C050,e060c888,normal,499,2,0.05988289099646371,0.004047784994514192,248,122.67,apparel,3,0,10,1,0,0,COD,0,0,0,0,0
ORD-3F3E3130,5bfca079,normal,271,4,0.08480665949908671,0.07616738912896628,100,943.29,electronics,4,0,10,0,0,0,prepaid,0,0,1,1,0
ORD-4D29F355,b4e7c906,normal,591,5,0.059181183917440684,0.0708434185480538,148,8542.72,electronics,4,1,10,0,1,0,prepaid,0,0,0,0,0
ORD-374E4B40,d47887c1,normal,1071,4,0.22419794176363517,0.22501619375623572,156,973.87,beauty,4,1,20,0,0,0,prepaid,0,0,1,1,0
ORD-38A72201,df845b96,normal,1038,6,0.027065230417380362,0.042020955851372804,199,1673.42,apparel,3,0,20,0,0,0,prepaid,0,0,0,0,0
ORD-9612F616,587bc228,normal,19,8,0.003967565178805101,0.0369487590257001,8,448.78,electronics,4,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-F93D92BC,95dfb20a,normal,293,8,0.05998853157384903,0.02471878711064332,122,721.6,grocery,1,0,0,0,0,0,COD,0,0,0,0,0
ORD-83FAC902,26942bb5,normal,350,3,0.00832907189014164,0.0037558635525978224,1,816.3,home,5,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-BEE5D473,3046a6bd,wardrober,156,5,0.007381007533080378,0.16181766495249206,132,8841.56,apparel,4,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-CDAD851D,b352a331,normal,1421,7,0.10074289879244153,0.018422620317883,339,518.17,electronics,2,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-3654D8A3,8a8de1a7,wardrober,221,3,0.1310170625501218,0.3702819406619866,86,5632.39,apparel,3,0,0,1,0,0,COD,0,0,0,0,0
ORD-70F299F1,bbf9ccb7,normal,1288,4,0.02795129487897372,0.0,111,141.22,electronics,5,1,10,0,0,0,prepaid,0,0,0,0,0
ORD-C33DE9CD,72a78f0d,normal,1507,0,0.0,0.0035663955220802965,-1,7277.17,electronics,4,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-1FF33995,cabecb69,normal,1155,6,0.081743162697837,0.06240102130200588,61,744.53,home,3,0,10,0,0,0,COD,0,0,1,0,0
ORD-547F2523,9ebd5a13,wardrober,338,8,0.04129884798526751,0.2648537640514118,40,5563.28,apparel,3,0,20,1,0,0,prepaid,0,0,0,0,1
ORD-2DBBA50B,8a5f75a4,normal,739,6,0.0020178511161527586,0.01913545244203464,282,649.16,electronics,2,0,20,1,1,0,COD,0,0,1,0,0
ORD-5DD4B51B,c279b925,normal,1165,5,0.0727693686529712,0.036453323029201457,114,370.94,grocery,3,0,10,0,1,0,prepaid,0,0,0,0,0
ORD-E9476874,db2e4bd2,bracketer,1790,6,0.010866084940014497,0.07247684236302772,82,417.29,apparel,6,1,0,0,0,0,prepaid,0,0,1,1,0
ORD-A317CBD0,d41695b2,normal,1516,4,0.10175020409792415,0.07844480197650827,50,865.37,home,3,0,20,0,1,0,COD,1,0,0,0,0
ORD-505B41F1,39c12ed1,normal,138,5,0.04488202111844864,0.0,123,2618.79,apparel,4,0,0,0,1,0,COD,0,0,0,0,0
ORD-58DD790D,b0a91be1,normal,664,4,0.02265498401600329,0.0,124,3702.45,home,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-5B2564D3,954a6714,normal,1713,4,0.01708221243493407,0.0,113,1746.23,apparel,3,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-CC74D606,30288da9,bracketer,387,4,0.04472418560146997,0.03813626170485274,214,449.9,apparel,5,1,10,0,0,0,COD,0,0,1,0,0
ORD-380E6EAF,3fa97a4b,normal,765,4,0.09335239870726492,0.07524188684991104,49,1006.95,apparel,4,0,20,0,0,0,prepaid,1,0,0,0,0
ORD-48BE6BCE,5e593971,normal,887,6,0.17929944543204004,0.1498771025951704,203,388.43,apparel,3,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-F810A76F,60652df9,normal,1134,5,0.0034703256671717434,0.06310040148969764,224,1229.5,apparel,3,0,10,0,0,0,prepaid,0,0,1,0,0
ORD-4C54ECEA,d7975b02,normal,541,5,0.051317190474877344,0.013539565636768135,176,1775.16,electronics,4,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-67F8B2B4,fb270727,normal,1639,9,0.09321655353531624,0.04824329301616487,186,3157.05,apparel,3,0,0,0,1,0,COD,0,0,0,0,0
ORD-6C8D3CDF,4523af2b,normal,906,6,0.04695322629253143,0.0,172,1371.3,apparel,4,0,0,0,0,0,prepaid,1,0,0,0,0
ORD-109AA250,80c62e30,normal,977,10,0.012297726283265783,0.0,203,750.2,apparel,2,0,20,0,0,0,prepaid,0,0,3,1,0
ORD-DF3A4734,fe79da2e,normal,1512,7,0.07843290461702779,0.0672470818968636,137,1421.82,apparel,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-805A7980,eb1e0b74,normal,1136,10,0.08964561313537284,0.16814236427773271,46,697.98,apparel,3,0,0,0,0,0,prepaid,0,0,1,1,0
ORD-3832ACBC,814c2d9d,normal,438,2,0.017285253231904153,0.008326476787950527,99,807.49,apparel,2,0,10,0,0,0,COD,0,0,0,0,0
ORD-666EEEBA,c8d98ebf,normal,445,7,0.26286580755048433,0.28123635420115833,239,2423.35,grocery,4,0,10,1,0,0,prepaid,0,0,1,0,0
ORD-5BE098E3,f391ffd4,normal,378,4,0.05134621320042657,0.09661899670758742,155,1705.01,home,1,0,10,0,0,0,prepaid,1,0,0,0,0
ORD-6E2FC473,00e1570d,normal,743,4,0.005878128192932965,0.0,177,905.75,grocery,3,0,0,0,0,0,COD,1,0,0,0,0
ORD-4B00B9F5,00bfc7ba,normal,717,8,0.017460140117576087,0.029811665652971463,258,884.71,beauty,2,0,10,0,0,0,COD,0,0,1,0,0
ORD-A7526B68,63435f8e,normal,1769,5,0.1126304447499474,0.08981264838234196,129,602.37,electronics,4,0,10,0,0,0,prepaid,1,0,0,0,0
ORD-C419643E,76f2b99b,normal,1369,8,0.00620890278804413,0.0,353,4106.93,apparel,3,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-B254EF49,730df18b,normal,890,5,0.05095022406026321,0.057721727979781264,144,3219.64,home,2,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-C9E160E6,b8e9ce65,serial_returner,1096,21,0.40381137621593,0.3136966968113566,6,3469.89,grocery,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-655D1C58,a7820b5c,normal,1008,4,0.0416022303558772,0.07633734785863411,117,941.03,home,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-413BF5AF,620d33bc,normal,993,5,0.00788237603375345,0.0,207,1519.03,electronics,2,0,0,0,0,0,COD,0,0,0,0,0
ORD-1A0DD2B8,c75413b0,normal,207,3,0.032420407611241056,0.0,307,1569.65,electronics,1,0,30,0,0,1,COD,1,0,0,0,1
ORD-7DC58908,a5e3684d,normal,540,0,0.0,0.004017235925358058,-1,1747.03,electronics,1,1,0,0,0,0,COD,0,0,0,0,0
ORD-7273BAA1,56a9ecd5,normal,640,8,0.024869817193359012,0.03840769974241314,186,385.6,electronics,2,0,10,1,0,0,COD,1,0,0,0,0
ORD-C53A88E9,1f74cb1a,bracketer,1015,4,0.04787377411472731,0.0962735100502678,98,7299.73,apparel,5,1,0,0,0,0,COD,0,0,0,0,0
ORD-3EC58DA7,1ee7692a,wardrober,796,7,0.05433815654598567,0.311275149264904,287,10020.14,apparel,5,0,0,1,0,0,prepaid,1,0,0,0,1
ORD-BCF74E36,0d872081,normal,1373,5,0.22169374177962758,0.26739008044328444,257,341.43,apparel,3,0,0,0,0,0,prepaid,1,0,0,0,0
ORD-1706E5DA,0137ce21,normal,1365,4,0.02521143783484602,0.04818333602749833,264,216.9,electronics,1,0,10,0,0,0,prepaid,1,0,0,0,0
ORD-4D7A4A30,d8d4531d,serial_returner,1490,21,0.8171378008302045,0.8196523625969279,9,927.17,apparel,4,0,0,0,0,0,prepaid,0,0,0,0,1
ORD-4F530C39,11069e43,normal,1558,4,0.15239685606063236,0.09430157954994939,150,1377.14,apparel,4,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-31968297,9534f524,normal,823,7,0.09752805360977782,0.05990284173916832,120,1102.54,grocery,5,0,10,0,0,0,COD,0,0,0,0,0
ORD-DDB8FA69,c1975346,normal,228,5,0.26013344691652013,0.28095370814262316,151,179.85,home,2,0,0,0,0,0,COD,0,0,0,0,0
ORD-6F53C74D,bfb18920,normal,1774,6,0.17694972854219673,0.20511670796879072,281,2136.62,apparel,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-47439B7A,e88bc92c,normal,1724,4,0.033551649039980445,0.004434301898085687,191,794.9,beauty,3,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-58433468,6d7f70c2,normal,1149,2,0.10250722735182075,0.06091714693086259,140,1169.97,electronics,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-B0CCFA86,1fb37a7d,normal,763,6,0.01592302378961921,0.0,161,10941.99,beauty,3,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-C0D0AC45,4cd31d17,normal,1378,6,0.17192438424185344,0.06336138992519995,322,846.67,home,3,0,10,0,0,0,COD,0,0,0,0,0
ORD-AEB5AD0B,12324fd8,normal,1178,4,0.04840174776777518,0.0,32,1159.87,electronics,5,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-BEBC7858,3f62f1dc,normal,550,3,0.05183267038115731,0.17641861735791778,43,480.97,home,3,0,0,0,0,0,prepaid,0,1,1,1,0
ORD-816751BC,0471e3cb,normal,1725,5,0.07664428837640709,0.09281035072851598,138,3680.31,grocery,2,0,0,1,0,0,COD,0,0,1,0,0
ORD-6099D083,faca8525,normal,1162,7,0.008730949690678124,0.009366119368230704,2,3424.28,electronics,3,1,0,0,0,0,prepaid,0,0,1,1,1
ORD-758A2005,13ba0c0a,normal,893,8,0.06101910631016642,0.0492845604519663,93,1589.02,apparel,4,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-F694DD49,4852e428,serial_returner,1646,22,0.7972675888848123,0.7389134823292559,5,817.3,electronics,4,0,10,1,0,0,prepaid,0,0,0,0,0
ORD-69255B92,457b2919,normal,1465,4,0.07502103750908118,0.10336543118596525,280,994.16,apparel,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-47BF5FCE,396f922b,normal,1545,4,0.08235759127186837,0.08881947937679385,91,8550.46,electronics,3,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-5EB529FA,9a9d8aca,normal,1109,4,0.11324707452267407,0.13610826278504784,36,2069.6,apparel,5,0,10,1,0,0,COD,0,0,0,0,0
ORD-411494BC,ae961866,normal,1047,9,0.15888636048426008,0.13282678583757324,311,340.36,electronics,3,0,0,0,0,0,prepaid,0,0,1,0,0
ORD-A1918721,55422aa8,normal,1686,7,0.06699040776062642,0.09449832317923337,146,1544.01,apparel,3,0,0,1,0,0,prepaid,0,0,1,1,0
ORD-B13ECDBF,30f665f8,normal,1158,1,0.28283886555742704,0.29291150655220516,280,1072.45,electronics,3,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-ADF843B7,53e67931,ring_member,10,0,0.0,0.11816898089110142,-1,1252.79,beauty,5,1,10,0,1,1,COD,1,1,4,3,1
ORD-F2AD0FD4,23870468,normal,743,1,0.014001374373583937,0.0,117,941.07,electronics,1,0,0,0,0,0,COD,0,0,0,0,0
ORD-1875E881,8786ed83,normal,1123,3,0.20297502496429287,0.29816634715445833,95,1438.34,grocery,3,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-9416B91D,54a062dc,normal,998,6,0.018137034615791144,0.07984244191425732,157,1073.08,apparel,1,0,0,0,0,0,prepaid,0,1,0,0,1
ORD-5ABF1375,a6cdc80f,normal,835,1,0.08160708084899879,0.03694358905301937,265,804.4,beauty,5,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-23A8AED4,5ff2ebb4,normal,683,5,0.0015976267819989734,0.014475744276329696,178,1516.81,apparel,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-4C2BC352,a76ca9fd,normal,1522,1,0.044555578451583304,0.055875080295514114,188,1217.58,home,1,0,10,0,0,0,COD,0,0,0,0,0
ORD-4D04610A,6943afeb,normal,871,3,0.048884206291981765,0.0,69,5277.62,electronics,2,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-D05E0128,cf29686b,normal,902,8,0.10613677609293563,0.09866158279076252,13,928.65,electronics,3,1,0,0,1,0,prepaid,0,0,1,0,0
ORD-C9D3558E,d5cc1194,normal,1344,7,0.04040551129335164,0.04424124803372065,247,307.8,electronics,1,0,20,1,0,0,prepaid,0,0,0,0,0
ORD-6598029D,aab5f42a,normal,914,4,0.007311109893515307,0.0,265,2291.41,apparel,3,0,10,0,0,0,COD,0,0,0,0,0
ORD-4F0A217A,c84bcb96,normal,155,3,0.024949926055739834,0.0,90,2803.32,apparel,2,0,0,1,0,0,prepaid,0,0,0,0,0
ORD-6392F956,df276a1e,normal,410,6,0.045736018485830796,0.057664285101311774,120,195.38,home,2,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-356F64C7,b5af967b,normal,325,6,0.07430460871689658,0.0,174,1304.45,apparel,1,0,0,0,0,0,COD,0,0,0,0,0
ORD-8A2731D2,e8977106,normal,1142,2,0.1303907396235462,0.15762170558957828,155,849.83,home,1,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-D87C2A46,d7080128,normal,455,4,0.11402748151354637,0.10156450883676353,29,1859.36,apparel,2,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-B1076C31,a0a7afa0,normal,991,5,0.16547605801075346,0.14076340242645952,343,1796.01,apparel,4,0,20,0,0,0,COD,0,0,0,0,0
ORD-59B6FDCA,50b75752,normal,1605,3,0.031181056348021416,0.1018037071933453,221,1735.57,home,1,1,10,0,0,0,COD,0,0,0,0,0
ORD-B00AE565,c8f175aa,normal,376,5,0.304118703877679,0.26490059133927873,42,2556.32,apparel,4,0,0,0,0,0,prepaid,0,0,1,0,0
ORD-B22EA6B6,df61a564,normal,890,5,0.20396552226776363,0.13486679857935457,265,1907.07,electronics,5,1,10,0,0,0,prepaid,0,0,0,0,0
ORD-0B5F2B1B,d92851f9,normal,373,5,0.28810151190462835,0.23360315667848958,76,5023.72,electronics,5,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-6E34F306,53e4144d,normal,1695,3,0.007985155900209739,0.018375411127448858,104,1002.38,electronics,5,1,0,0,0,0,COD,0,0,1,0,0
ORD-7F3E4A51,0b074fed,normal,13,5,0.14328478113191292,0.15883373794119737,34,1033.9,electronics,1,0,0,1,0,0,prepaid,0,0,0,0,0
ORD-FF113C15,5e593971,normal,887,6,0.17929944543204004,0.1498771025951704,203,682.6,apparel,1,1,0,0,1,0,COD,0,0,0,0,0
ORD-706713AC,919f322d,normal,555,5,0.12701755263529454,0.13805709240262973,82,667.43,apparel,5,0,0,0,0,0,COD,0,0,0,0,0
ORD-1E85B878,e8049bfc,normal,1349,7,0.12732658439327477,0.19881056580391848,227,1022.3,apparel,4,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-2743C0E2,80805afa,normal,579,2,0.025525936777794613,0.08319778982589439,70,2938.26,electronics,1,0,0,0,0,0,prepaid,0,0,1,1,0
ORD-3438B01C,6017b51d,normal,1055,6,0.011333760102968804,0.05325407522754788,359,969.07,grocery,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-BB14E9D9,d44e721f,normal,735,7,0.08495467412225116,0.05851637979707121,157,1352.63,beauty,3,0,0,0,0,0,COD,0,0,0,0,0
ORD-6D7A037E,43a53cab,normal,582,5,0.07142296392703269,0.008322288825383634,352,4336.4,apparel,3,0,0,0,1,0,prepaid,0,0,0,0,0
ORD-DE7ED25C,efee7c7f,serial_returner,881,22,0.7005472754861694,0.6754685294729541,6,2932.37,apparel,3,0,0,0,0,0,prepaid,1,0,0,0,0
ORD-0A4DE1A8,5ea17b3d,normal,1010,6,0.017266678962518878,0.017165726605300403,219,455.07,electronics,2,0,10,0,0,0,prepaid,0,0,0,0,0
ORD-BCC93DF9,54a5dd69,normal,514,3,0.0006889453146808527,0.040269357420394225,187,267.85,apparel,1,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-EAAB981B,c281bee5,normal,1106,4,0.2012187343433843,0.2001029670578648,87,129.04,electronics,5,0,0,0,0,0,prepaid,0,0,0,0,0
ORD-3849F755,0a25cf4c,normal,469,4,0.1667948213174546,0.18490995387340423,352,2824.91,grocery,2,1,10,0,0,0,prepaid,0,0,0,0,0
